year;month;mc;v_flow_mean;v_rainfall_total
2016;6;6;40.04;241.85
2016;7;6;76.76;94.47
2016;8;6;29.54;56.23
2016;9;6;32.97;12.84
2016;10;6;26.22;141.35
2016;11;6;22.96;306.12
2016;12;6;18.70;266.79
2017;1;6;21.05;119.17
2017;2;6;16.06;174.73
2017;3;6;30.91;106.77
2017;4;6;26.78;321.03
2017;5;6;51.76;296.26
2017;6;6;38.18;248.14
2017;7;6;51.50;254.20
2017;8;6;44.11;17.30
2017;9;6;37.32;248.30
2017;10;6;39.53;179.62
2017;11;6;31.73;217.18
2017;12;6;17.92;248.93
2018;1;6;17.61;264.60
2018;2;6;18.03;107.54
2018;3;6;14.20;183.25
2018;4;6;44.31;209.42
2018;5;6;46.29;211.85
2018;6;6;46.56;128.22
2018;7;6;40.76;88.74
2018;8;6;36.59;31.19
2018;9;6;17.63;45.98
2018;10;6;21.34;78.35
2018;11;6;16.32;405.55
2018;12;6;13.66;341.09
2019;1;6;14.48;13.81
2019;2;6;15.03;84.07
2019;3;6;27.17;175.19
2019;4;6;35.47;235.17
2019;5;6;32.77;191.88
2019;6;6;76.32;292.04
2019;7;6;23.51;116.26
2019;8;6;16.81;86.50
2019;9;6;14.82;2.20
2019;10;6;31.26;96.96
2019;11;6;19.93;235.33
2019;12;6;20.04;292.41
