year;month;mc;v_flow_mean;v_rainfall_total
2006;1;12;13.64;107.20
2006;2;12;11.87;109.78
2006;3;12;13.76;26.92
2006;4;12;17.61;223.10
2006;5;12;22.25;334.00
2006;6;12;20.91;143.90
2006;7;12;16.02;239.00
2006;8;12;12.56;75.20
2006;9;12;14.55;28.30
2006;10;12;13.85;240.19
2006;11;12;16.92;103.41
2006;12;12;14.65;236.60
2007;1;12;10.79;106.70
2007;2;12;9.48;13.70
2007;3;12;11.11;28.90
2007;4;12;15.92;187.80
2007;5;12;18.10;259.10
2007;6;12;19.33;429.84
2007;7;12;14.65;188.15
2007;8;12;15.44;270.80
2007;9;12;14.75;241.90
2007;10;12;19.28;96.80
2007;11;12;15.25;357.43
2007;12;12;18.72;287.67
2008;1;12;14.39;125.40
2008;2;12;14.67;42.70
2008;3;12;14.05;104.48
2008;4;12;14.68;77.32
2008;5;12;17.85;217.98
2008;6;12;17.59;230.65
2008;7;12;15.55;137.87
2008;8;12;14.22;121.36
2008;9;12;15.50;101.76
2008;10;12;16.47;142.90
2008;11;12;17.59;173.13
2008;12;12;16.47;148.84
2009;1;12;12.79;96.62
2009;2;12;11.68;58.17
2009;3;12;12.51;74.63
2009;4;12;14.97;133.00
2009;5;12;17.23;201.22
2009;6;12;16.88;211.81
2009;7;12;14.22;142.07
2009;8;12;12.84;119.05
2009;9;12;13.16;100.14
2009;10;12;14.88;138.62
2009;11;12;16.31;89.02
2009;12;12;15.41;67.38
2010;1;12;12.18;0.00
2010;2;12;11.29;0.00
2010;3;12;12.05;27.70
2010;4;12;14.80;117.60
2010;5;12;16.93;216.57
2010;6;12;16.68;178.05
2010;7;12;14.06;140.39
2010;8;12;12.82;249.81
2010;9;12;12.78;138.95
2010;10;12;14.88;176.49
2010;11;12;16.55;169.02
2010;12;12;14.88;123.52
2011;1;12;12.30;88.20
2011;2;12;10.97;74.18
2011;3;12;12.43;134.42
2011;4;12;14.77;141.10
2011;5;12;19.18;393.65
2011;6;12;16.79;241.93
2011;7;12;14.46;92.51
2011;8;12;13.24;90.30
2011;9;12;13.15;97.30
2011;10;12;15.51;132.80
2011;11;12;16.94;154.20
2011;12;12;14.78;141.00
2012;1;12;12.61;137.90
2012;2;12;10.99;130.20
2012;3;12;12.50;123.50
2012;4;12;15.16;83.40
2012;5;12;21.03;215.70
2012;6;12;18.62;219.90
2012;7;12;16.06;102.80
2012;8;12;14.75;50.90
2012;9;12;13.98;73.90
2012;10;12;16.13;60.53
2012;11;12;17.50;145.45
2012;12;12;15.08;114.53
2013;1;12;4.38;46.00
2013;2;12;6.28;12.50
2013;3;12;8.52;141.24
2013;4;12;6.77;226.76
2013;5;12;9.40;133.53
2013;6;12;10.42;209.45
2013;7;12;16.36;77.05
2013;8;12;16.92;91.57
2013;9;12;14.19;82.70
2013;10;12;13.44;48.40
2013;11;12;15.79;115.50
2013;12;12;15.84;127.88
2014;1;12;14.44;76.82
2014;2;12;13.31;112.90
2014;3;12;14.91;138.50
2014;4;12;15.56;185.58
2014;5;12;17.63;96.91
2014;6;12;20.76;115.99
2014;7;12;16.22;235.00
2014;8;12;13.84;77.01
2014;9;12;15.00;97.00
2014;10;12;14.78;224.00
2014;11;12;14.80;170.90
2014;12;12;14.07;87.60
2015;1;12;12.42;78.00
2015;2;12;12.86;110.50
2015;3;12;12.76;52.22
2015;4;12;13.87;418.88
2015;5;12;12.52;207.18
2015;6;12;14.57;229.75
2015;7;12;12.87;148.91
2015;8;12;9.21;127.21
2015;9;12;8.81;103.95
2015;10;12;8.78;152.93
2015;11;12;10.24;172.37
2015;12;12;7.62;143.57
2016;1;12;7.17;10.20
2016;2;12;7.38;33.60
2016;3;12;8.45;123.10
2016;4;12;9.58;164.60
2016;5;12;13.06;184.50
2016;6;12;14.41;192.40
2016;7;12;14.01;108.20
2016;8;12;11.72;152.70
2016;9;12;13.53;74.30
2016;10;12;12.12;124.70
2016;11;12;14.09;218.10
2016;12;12;12.04;155.20
2017;1;12;12.65;108.48
2017;2;12;8.29;145.11
2017;3;12;15.72;62.29
2017;4;12;13.81;320.82
2017;5;12;31.28;213.20
2017;6;12;17.59;293.60
2017;7;12;15.55;217.60
2017;8;12;12.32;80.80
2017;9;12;12.11;113.78
2017;10;12;14.29;111.70
2017;11;12;18.00;183.62
2017;12;12;11.34;149.96
2018;1;12;12.06;83.56
2018;2;12;10.29;55.43
2018;3;12;11.96;75.99
2018;4;12;20.08;128.05
2018;5;12;33.62;237.14
2018;6;12;33.00;221.09
2018;7;12;30.83;320.91
2018;8;12;27.03;293.72
2018;9;12;19.33;136.86
2018;10;12;20.27;155.30
2018;11;12;20.56;73.30
2018;12;12;15.72;147.88
2019;1;12;10.99;95.82
2019;2;12;13.10;47.57
2019;3;12;40.06;55.53
2019;4;12;54.80;140.70
2019;5;12;50.15;65.20
2019;6;12;41.99;123.42
2019;7;12;14.06;44.11
2019;8;12;2.05;48.28
2019;9;12;2.06;9.00
2019;10;12;6.83;201.52
2019;11;12;6.23;204.28
2019;12;12;5.32;60.40
