year;month;mc;v_flow_mean;v_rainfall_total
2010;2;1;0.86;31.67
2010;3;1;1.1;110.28
2010;4;1;3.08;2.23
2010;5;1;3.5;223.26
2010;6;1;3.36;221.05
2010;7;1;3.85;116.6
2010;8;1;2.53;139.26
2010;9;1;2.16;33.37
2010;10;1;2.18;52.92
2010;11;1;4.54;259.3
2010;12;1;3.29;313.63
2011;1;1;2.01;200.37
2011;2;1;2.3;98.17
2011;3;1;3.85;378.3
2011;4;1;3.9;217.44
2011;5;1;6.23;309.12
2011;6;1;5.77;179.06
2011;7;1;5.92;68.51
2011;8;1;2.49;82.36
2011;9;1;3.11;22.09
2011;10;1;3.13;55.25
2011;11;1;4.53;262.55
2011;12;1;5.93;396.89
2012;1;1;2.87;272.5
2012;2;1;2.31;257.74
2012;3;1;2.36;84.76
2012;4;1;3.37;79.76
2012;5;1;3.02;175.96
2012;6;1;4.54;14.66
2012;7;1;4.32;0
2012;8;1;4.48;0
2012;9;1;2.52;0.45
2012;10;1;2.76;4.99
2012;11;1;1.97;158.66
2012;12;1;2;227.94
2013;1;1;1.01;170.84
2013;2;1;2.05;75.33
2013;3;1;2.49;114.79
2013;4;1;2.19;165.58
2013;5;1;2.51;186.34
2013;6;1;3.15;129.63
2013;7;1;6.06;13.04
2013;8;1;3.41;17.83
2013;9;1;2.83;32.77
2013;10;1;1.49;17.93
2013;11;1;2.73;169.32
2013;12;1;2.81;429.55
2014;1;1;1.82;196.55
2014;2;1;1.15;151
2014;3;1;2.44;117.94
2014;4;1;2.73;211.72
2014;5;1;2.92;28.75
2014;6;1;6.21;260.03
2014;7;1;7.55;17.62
2014;8;1;5.64;1.78
2014;9;1;2.91;0.89
2014;10;1;3.25;76.39
2014;11;1;2.87;215.35
2014;12;1;2.5;282.53
2015;1;1;1.14;289.07
2015;2;1;2.13;92.21
2015;3;1;1.28;234.33
2015;4;1;3.37;150.08
2015;5;1;3.15;46.86
2015;6;1;11.28;25.29
2015;7;1;6.98;5.23
2015;8;1;4.97;50.1
2015;9;1;2.29;2.11
2015;10;1;1.56;25.52
2015;11;1;1.93;132.85
2015;12;1;1.02;135.88
2016;1;1;1.35;0
2016;2;1;1.33;139.64
2016;3;1;1.69;78.6
2016;4;1;2.68;194.73
2016;5;1;2.96;250.83
2016;6;1;4.83;41.08
2016;7;1;4;12.46
2016;8;1;3.74;2.55
2016;9;1;2.13;0
2016;10;1;2.21;78.44
2016;11;1;2.64;227.56
2016;12;1;2.26;159.71
2017;1;1;1.42;186.09
2017;2;1;1.44;227.22
2017;3;1;1.95;142.6
2017;4;1;2.87;296.74
2017;5;1;3.34;177.81
2017;6;1;4.83;220.55
2017;7;1;4.21;134.93
2017;8;1;3.48;24.92
2017;9;1;2.18;78.05
2017;10;1;2.39;14.11
2017;11;1;2.95;139.68
2017;12;1;2.61;336.22
2018;1;1;1.6;222.87
2018;2;1;1.57;143.49
2018;3;1;2.1;274.72
2018;4;1;2.99;65.35
2018;5;1;3.4;214.84
2018;6;1;4.61;145.44
2018;7;1;4.19;15.04
2018;8;1;3.46;21.49
2018;9;1;2.31;3.66
2018;10;1;2.48;83.1
2018;11;1;2.98;302.76
2018;12;1;2.63;311
2019;1;1;1.64;121.69
2019;2;1;1.73;102.87
2019;3;1;2.15;111.12
2019;4;1;3;130.93
2019;5;1;3.24;201.67
2019;6;1;4.62;158.1
2019;7;1;4.38;25.12
2019;8;1;3.59;1.78
2019;9;1;2.42;0.89
2019;10;1;2.48;41.24
2019;11;1;3.07;109.01
2019;12;1;2.73;305.9
