year;month;mc;v_flow_mean;v_rainfall_total
2005;8;3;186.70;46.87
2005;9;3;134.30;57.19
2005;10;3;133.40;109.25
2005;11;3;149.70;123.67
2005;12;3;141.80;204.49
2006;1;3;133.20;229.19
2006;2;3;115.60;240.25
2006;3;3;162.40;108.88
2006;4;3;212.60;199.77
2006;5;3;185.30;222.43
2006;6;3;283.70;41.88
2006;7;3;229.10;162.48
2006;8;3;139.80;124.79
2006;9;3;106.60;32.91
2006;10;3;100.90;50.8
2006;11;3;190.70;184.07
2006;12;3;153.10;372.48
2007;1;3;71.47;347.99
2007;2;3;56.34;103.58
2007;3;3;107.70;53.67
2007;4;3;181.80;209.11
2007;5;3;235.20;227.53
2007;6;3;303.30;192.85
2007;7;3;165.10;89.57
2007;8;3;197.60;90.04
2007;9;3;122.30;102.41
2007;10;3;231.30;51.81
2007;11;3;206.90;256.12
2007;12;3;198.00;307.52
2008;1;3;128.00;295.41
2008;2;3;167.30;232.74
2008;3;3;157.00;161.61
2008;4;3;180.40;208.54
2008;5;3;219.70;247.87
2008;6;3;269.40;225.43
2008;7;3;318.30;57.02
2008;8;3;170.80;78.07
2008;9;3;157.30;61.35
2008;10;3;169.10;81.4
2008;11;3;180.50;242.86
2008;12;3;177.70;229.98
2009;1;3;184.40;205.04
2009;2;3;149.90;291.74
2009;3;3;167.10;240.44
2009;4;3;140.10;221.33
2009;5;3;133.00;150.42
2009;6;3;153.50;64.54
2009;7;3;151.90;89.98
2009;8;3;151.60;55.82
2009;9;3;116.10;60.65
2009;10;3;115.70;41.77
2009;11;3;107.20;146.62
2009;12;3;97.13;174.22
2010;1;3;84.91;163.95
2010;2;3;93.06;95.68
2010;3;3;94.16;281.36
2010;4;3;145.30;66.88
2010;5;3;140.70;174.28
2010;6;3;141.20;187.23
2010;7;3;162.30;59.61
2010;8;3;125.60;236.52
2010;9;3;108.50;28.62
2010;10;3;110.70;75.03
2010;11;3;159.30;98.02
2010;12;3;136.70;321.81
2011;1;3;118.00;161.19
2011;2;3;120.70;139.18
2011;3;3;159.20;254.52
2011;4;3;255.00;200.95
2011;5;3;263.30;351.55
2011;6;3;189.30;207.53
2011;7;3;221.30;122.2
2011;8;3;131.00;63.57
2011;9;3;145.90;23.28
2011;10;3;170.60;106.92
2011;11;3;217.40;235
2011;12;3;219.00;351.64
2012;1;3;159.30;351.5
2012;2;3;150.60;437.08
2012;3;3;166.30;106.36
2012;4;3;212.80;262.85
2012;5;3;172.30;385.01
2012;6;3;169.40;29.57
2012;7;3;172.50;62.36
2012;8;3;167.20;60.59
2012;9;3;116.60;44.93
2012;10;3;132.40;20.68
2012;11;3;104.30;202.32
2012;12;3;116.00;160.09
2013;1;3;74.70;265.73
2013;2;3;118.00;62.2
2013;3;3;132.40;224.99
2013;4;3;135.30;135.32
2013;5;3;166.60;162.35
2013;6;3;153.50;225
2013;7;3;199.90;82.24
2013;8;3;152.90;99.6
2013;9;3;128.90;80.39
2013;10;3;118.70;85.53
2013;11;3;123.40;179.21
2013;12;3;147.90;221.6
2014;1;3;105.60;162.05
2014;2;3;99.06;154.4
2014;3;3;151.90;291.86
2014;4;3;147.20;324.9
2014;5;3;171.50;140.48
2014;6;3;229.50;222.17
2014;7;3;241.70;119.04
2014;8;3;221.50;46.84
2014;9;3;153.30;92.35
2014;10;3;168.00;44.68
2014;11;3;161.10;210.34
2014;12;3;126.60;267.07
2015;1;3;96.57;226.41
2015;2;3;125.50;120.24
2015;3;3;125.20;243.8
2015;4;3;154.30;243.36
2015;5;3;138.30;99.22
2015;6;3;275.90;81.02
2015;7;3;194.30;120.83
2015;8;3;162.10;58.35
2015;9;3;103.10;55.42
2015;10;3;112.40;40.99
2015;11;3;104.00;74.38
2015;12;3;80.12;210.71
2016;1;3;54.82;11.05
2016;2;3;63.94;47.22
2016;3;3;126.63;63.77
2016;4;3;205.56;171.81
2016;5;3;241.96;209.57
2016;6;3;287.85;197.69
2016;7;3;308.86;99.3
2016;8;3;194.09;109.06
2016;9;3;191.86;33.94
2016;10;3;186.13;96.05
2016;11;3;193.40;179.71
2016;12;3;155.82;283.69
2017;1;3;193.09;246.43
2017;2;3;120.06;261.3
2017;3;3;284.06;124.28
2017;4;3;217.81;453.79
2017;5;3;322.63;209.45
2017;6;3;240.56;316.2
2017;7;3;235.10;134.03
2017;8;3;133.37;55.68
2017;9;3;111.42;87.23
2017;10;3;107.33;50.59
2017;11;3;175.71;162.12
2017;12;3;113.59;369.23
2018;1;3;114.98;240.15
2018;2;3;85.02;139.07
2018;3;3;79.59;103.45
2018;4;3;178.91;173.77
2018;5;3;226.77;158.98
2018;6;3;304.06;101.29
2018;7;3;215.54;95.78
2018;8;3;176.20;92.01
2018;9;3;119.66;58.85
2018;10;3;126.03;105.17
2018;11;3;142.21;207.35
2018;12;3;89.42;247.36
2019;1;3;73.84;72.2
2019;2;3;97.89;163.36
2019;3;3;118.08;157.51
2019;4;3;165.91;252.9
2019;5;3;214.16;191.45
2019;6;3;321.65;298.01
2019;7;3;193.44;72.7
2019;8;3;160.53;59.22
2019;9;3;79.35;30.26
2019;10;3;111.74;30.88
2019;11;3;116.12;202.79
2019;12;3;114.15;197.87
