year;month;mc;v_flow_mean;v_rainfall_total
2008;2;5;94.12;91.00
2008;3;5;118.70;79.00
2008;4;5;143.80;162.00
2008;5;5;149.20;147.17
2008;6;5;141.60;169.54
2008;7;5;138.90;77.29
2008;8;5;98.02;126.12
2008;9;5;90.82;99.88
2008;10;5;101.90;81.00
2008;11;5;158.50;94.83
2008;12;5;61.73;225.75
2009;1;5;103.70;209.54
2009;2;5;93.65;103.58
2009;3;5;61.61;83.00
2009;4;5;90.76;126.29
2009;5;5;73.31;117.37
2009;6;5;71.97;104.63
2009;7;5;66.93;75.00
2009;8;5;57.13;67.00
2009;9;5;36.65;58.00
2009;10;5;42.38;22.00
2009;11;5;46.47;105.00
2009;12;5;34.14;63.00
2010;1;5;28.85;91.00
2010;2;5;32.16;12.00
2010;3;5;34.19;90.00
2010;4;5;93.14;47.00
2010;5;5;90.81;233.12
2010;6;5;78.49;183.12
2010;7;5;105.10;109.75
2010;8;5;62.89;124.83
2010;9;5;55.16;51.04
2010;10;5;61.57;46.13
2010;11;5;135.40;175.00
2010;12;5;107.20;213.67
2011;1;5;68.89;149.71
2011;2;5;70.84;67.63
2011;3;5;101.30;102.00
2011;4;5;162.90;161.21
2011;5;5;150.60;319.92
2011;6;5;117.70;174.29
2011;7;5;101.70;110.58
2011;8;5;65.15;54.00
2011;9;5;64.58;41.00
2011;10;5;95.67;74.62
2011;11;5;114.00;220.38
2011;12;5;124.60;201.71
2012;1;5;109.60;156.29
2012;2;5;88.85;195.25
2012;3;5;99.88;67.75
2012;4;5;127.00;136.00
2012;5;5;92.54;233.00
2012;6;5;67.84;236.67
2012;7;5;75.34;47.33
2012;8;5;69.54;27.00
2012;9;5;47.37;26.00
2012;10;5;71.21;8.00
2012;11;5;61.41;116.00
2012;12;5;66.61;46.00
2013;1;5;36.50;86.00
2013;2;5;55.78;59.00
2013;3;5;54.86;85.00
2013;4;5;54.07;105.00
2013;5;5;69.21;119.12
2013;6;5;86.88;130.88
2013;7;5;59.04;67.00
2013;8;5;57.70;49.00
2013;9;5;45.74;77.00
2013;10;5;47.48;53.00
2013;11;5;59.76;140.00
2013;12;5;67.12;162.54
2014;1;5;50.76;90.46
2014;2;5;48.27;73.00
2014;3;5;68.77;60.50
2014;4;5;102.39;104.62
2014;5;5;93.86;123.88
2014;6;5;74.81;126.04
2014;7;5;78.25;106.21
2014;8;5;62.80;28.75
2014;9;5;51.17;58.00
2014;10;5;59.01;60.00
2014;11;5;60.06;116.12
2014;12;5;52.54;87.88
2015;1;5;39.71;69.00
2015;2;5;53.80;70.42
2015;3;5;57.03;73.00
2015;4;5;64.96;145.58
2015;5;5;58.02;51.00
2015;6;5;91.27;44.25
2015;7;5;61.69;53.75
2015;8;5;51.04;68.00
2015;9;5;36.84;26.00
2015;10;5;43.05;22.00
2015;11;5;45.80;121.12
2015;12;5;28.99;96.88
2016;1;5;28.41;0.00
2016;2;5;30.31;40.00
2016;3;5;47.19;105.17
2016;4;5;62.83;109.25
2016;5;5;76.72;239.42
2016;6;5;80.04;154.58
2016;7;5;68.96;117.00
2016;8;5;45.85;80.58
2016;9;5;48.82;47.71
2016;10;5;62.19;100.29
2016;11;5;62.08;158.42
2016;12;5;56.31;156.58
2017;1;5;73.22;90.00
2017;2;5;57.71;151.00
2017;3;5;89.16;89.42
2017;4;5;82.23;315.58
2017;5;5;128.11;102.00
2017;6;5;93.58;194.00
2017;7;5;82.88;86.00
2017;8;5;49.13;34.00
2017;9;5;47.14;50.00
2017;10;5;47.71;34.00
2017;11;5;61.74;179.00
2017;12;5;52.09;154.00
2018;1;5;59.90;0.00
2018;2;5;42.98;35.00
2018;3;5;39.74;65.00
2018;4;5;88.04;63.92
2018;5;5;95.71;239.08
2018;6;5;90.29;211.92
2018;7;5;79.38;131.08
2018;8;5;57.28;145.21
2018;9;5;47.84;26.79
2018;10;5;47.42;38.00
2018;11;5;74.67;61.00
2018;12;5;43.70;30.71
2019;1;5;41.44;23.29
2019;2;5;39.24;53.22
2019;3;5;47.84;34.88
2019;4;5;83.36;69.25
2019;5;5;88.76;214.29
2019;6;5;93.54;108.54
2019;7;5;77.30;114.92
2019;8;5;48.43;80.00
2019;9;5;40.76;11.00
2019;10;5;49.94;27.00
2019;11;5;44.02;89.83
2019;12;5;58.11;183.83
