year;month;mc;v_flow_mean;v_rainfall_total
2007;2;2;14.88;267
2007;3;2;18.76;28
2007;4;2;32.53;372.08
2007;5;2;30.98;363.04
2007;6;2;28.99;325.25
2007;7;2;17.11;120.63
2007;8;2;12.13;128
2007;9;2;17.79;109
2007;10;2;31.96;103
2007;11;2;38.17;442.62
2007;12;2;33.12;270.79
2008;1;2;28.97;441.75
2008;2;2;31.12;171.83
2008;3;2;28.58;438.42
2008;4;2;39.18;248.58
2008;5;2;41.21;269.08
2008;6;2;35.65;322.92
2008;7;2;27.56;241.08
2008;8;2;21.39;178.92
2008;9;2;25.76;334.12
2008;10;2;30.49;198.88
2008;11;2;28.74;280.54
2008;12;2;28.46;212.71
2009;1;2;24.34;242.75
2009;2;2;28.55;373
2009;3;2;37.84;142
2009;4;2;29.50;278
2009;5;2;24.14;181.17
2009;6;2;20.03;165.83
2009;7;2;14.06;125
2009;8;2;7.85;44
2009;9;2;5.12;142
2009;10;2;5.68;117
2009;11;2;12.69;202
2009;12;2;17.69;274.37
2010;1;2;10.88;242.63
2010;2;2;12.31;52
2010;3;2;9.54;166.67
2010;4;2;27.17;68.87
2010;5;2;29.59;334.67
2010;6;2;23.48;192.12
2010;7;2;35.31;239.67
2010;8;2;20.21;257.42
2010;9;2;25.13;97.08
2010;10;2;23.19;121.5
2010;11;2;55.14;296.71
2010;12;2;50.60;438.12
2011;1;2;27.04;447.17
2011;2;2;24.67;181
2011;3;2;17.86;224.83
2011;4;2;48.25;208.17
2011;5;2;27.41;280
2011;6;2;15.40;96.42
2011;7;2;12.71;138.67
2011;8;2;12.92;120.92
2011;9;2;14.71;144
2011;10;2;27.93;105.08
2011;11;2;31.65;196.92
2011;12;2;38.87;251
2012;1;2;36.65;269
2012;2;2;33.08;394
2012;3;2;24.33;213
2012;4;2;38.09;134.96
2012;5;2;36.74;259.17
2012;6;2;18.09;108.88
2012;7;2;10.71;94
2012;8;2;3.68;10
2012;9;2;2.38;40
2012;10;2;6.65;26.42
2012;11;2;20.65;352.92
2012;12;2;18.74;317.67
2013;1;2;11.05;87
2013;2;2;18.00;64
2013;3;2;30.73;189.54
2013;4;2;27.38;138.87
2013;5;2;46.09;185.58
2013;6;2;22.17;299
2013;7;2;10.89;118.25
2013;8;2;11.23;18.75
2013;9;2;11.99;203.54
2013;10;2;19.27;152.46
2013;11;2;27.89;224.12
2013;12;2;30.90;181.96
2014;1;2;21.65;306.46
2014;2;2;15.38;282.46
2014;3;2;22.87;182
2014;4;2;24.14;209
2014;5;2;45.29;287.33
2014;6;2;24.28;398.67
2014;7;2;12.42;94.21
2014;8;2;6.78;15.79
2014;9;2;4.54;52
2014;10;2;20.54;97
2014;11;2;28.58;401.96
2014;12;2;18.17;246.04
2015;1;2;13.94;233
2015;2;2;12.39;184
2015;3;2;14.21;125
2015;4;2;25.74;266
2015;5;2;15.62;203
2015;6;2;12.55;196
2015;7;2;7.61;18
2015;8;2;2.53;180
2015;9;2;12.11;66
2015;10;2;16.33;64.25
2015;11;2;31.95;222.29
2015;12;2;15.17;565.46
2016;1;2;22.30;48
2016;2;2;21.94;74
2016;3;2;24.10;105
2016;4;2;32.92;205.08
2016;5;2;34.55;325.33
2016;6;2;24.92;203.54
2016;7;2;17.69;116.04
2016;8;2;11.96;85
2016;9;2;11.68;37
2016;10;2;18.88;131.12
2016;11;2;31.71;323.88
2016;12;2;29.88;310.54
2017;1;2;38.87;490.79
2017;2;2;12.64;317.67
2017;3;2;25.11;96.96
2017;4;2;41.68;388.04
2017;5;2;45.25;241.83
2017;6;2;35.46;299.17
2017;7;2;17.30;311
2017;8;2;6.68;7
2017;9;2;10.71;249
2017;10;2;26.82;74.87
2017;11;2;36.55;258.62
2017;12;2;34.31;288.67
2018;1;2;33.51;300.21
2018;2;2;20.82;165.63
2018;3;2;12.38;257
2018;4;2;25.83;209
2018;5;2;42.04;228
2018;6;2;33.50;414.67
2018;7;2;12.26;190.83
2018;8;2;11.28;111.92
2018;9;2;5.49;52.58
2018;10;2;16.56;184.08
2018;11;2;36.18;376.33
2018;12;2;25.23;479.5
2019;1;2;8.28;47.08
2019;2;2;14.83;82.54
2019;3;2;33.81;238.46
2019;4;2;55.19;260.17
2019;5;2;43.21;273.83
2019;6;2;39.76;292.5
2019;7;2;14.84;105.5
2019;8;2;4.15;95
2019;9;2;3.66;0
2019;10;2;13.44;163
2019;11;2;40.79;266.83
2019;12;2;28.14;334.17
