year;month;mc;v_flow_mean;v_rainfall_total
2010;3;4;7.47;113.4
2010;4;4;16.82;131.35
2010;5;4;13.27;405.59
2010;6;4;11.77;256.07
2010;7;4;17.12;312.7
2010;8;4;10.58;249.21
2010;9;4;12.32;307.12
2010;10;4;12.85;204.21
2010;11;4;22.84;326.62
2010;12;4;20.10;382.98
2011;1;4;8.87;256.13
2011;2;4;13.07;141.34
2011;3;4;18.16;384.28
2011;4;4;28.47;282.67
2011;5;4;18.02;404.77
2011;6;4;9.69;293.38
2011;7;4;8.32;183.54
2011;8;4;5.90;222.12
2011;9;4;6.11;143.5
2011;10;4;18.15;218.88
2011;11;4;25.68;397.72
2011;12;4;20.79;603.57
2012;1;4;11.37;241.23
2012;2;4;7.21;263.06
2012;3;4;9.21;60.25
2012;4;4;14.38;236.56
2012;5;4;10.68;334.7
2012;6;4;6.19;162.1
2012;7;4;5.89;87.93
2012;8;4;5.50;95.15
2012;9;4;4.80;102.55
2012;10;4;9.63;79.4
2012;11;4;8.77;354.27
2012;12;4;9.29;224.47
2013;1;4;4.94;175.45
2013;2;4;7.24;66.45
2013;3;4;7.49;177.55
2013;4;4;8.58;159.1
2013;5;4;11.84;410.15
2013;6;4;6.63;229.17
2013;7;4;4.42;71.78
2013;8;4;4.19;34.55
2013;9;4;4.85;162.25
2013;10;4;6.49;150.1
2013;11;4;15.14;199.93
2013;12;4;14.65;281.28
2014;1;4;10.04;243.49
2014;2;4;8.60;218.9
2014;3;4;11.42;161.03
2014;4;4;8.90;201.17
2014;5;4;13.48;172.75
2014;6;4;7.00;314.25
2014;7;4;5.74;75.5
2014;8;4;5.17;15.57
2014;9;4;6.42;65.03
2014;10;4;10.20;258.3
2014;11;4;14.92;225.52
2014;12;4;11.14;349.41
2015;1;4;6.25;225.97
2015;2;4;7.82;40.9
2015;3;4;9.23;127.82
2015;4;4;13.73;280.98
2015;5;4;7.21;258.06
2015;6;4;5.62;81.24
2015;7;4;4.78;73.92
2015;8;4;4.10;58.28
2015;9;4;4.16;68.7
2015;10;4;5.93;143.54
2015;11;4;9.67;294.06
2015;12;4;6.44;436.43
2016;1;4;9.40;101.87
2016;2;4;9.31;56.8
2016;3;4;10.68;147.78
2016;4;4;13.92;270.27
2016;5;4;13.50;274.17
2016;6;4;9.47;199.23
2016;7;4;8.32;168.2
2016;8;4;6.89;114.95
2016;9;4;6.99;128
2016;10;4;11.44;240.22
2016;11;4;16.60;242.37
2016;12;4;14.19;457.65
2017;1;4;8.37;220.69
2017;2;4;5.10;236.26
2017;3;4;10.58;92.18
2017;4;4;9.36;330.62
2017;5;4;13.59;235
2017;6;4;8.75;413.46
2017;7;4;5.65;260.88
2017;8;4;4.88;125.95
2017;9;4;4.99;123.7
2017;10;4;7.17;136.06
2017;11;4;13.21;318.26
2017;12;4;8.45;403.32
2018;1;4;6.47;169.02
2018;2;4;7.95;151.62
2018;3;4;6.83;482.81
2018;4;4;12.18;278.79
2018;5;4;12.32;270.64
2018;6;4;7.93;357.15
2018;7;4;5.84;146.58
2018;8;4;5.56;108.53
2018;9;4;5.86;130.42
2018;10;4;6.09;242.29
2018;11;4;6.83;507.75
2018;12;4;5.47;396.71
2019;1;4;3.05;173.95
2019;2;4;4.66;132.05
2019;3;4;6.34;243.69
2019;4;4;7.57;293.41
2019;5;4;4.94;410.15
2019;6;4;4.78;461.56
2019;7;4;3.13;160.12
2019;8;4;2.54;118.12
2019;9;4;2.88;60.37
2019;10;4;3.36;193.77
2019;11;4;5.21;258.4
2019;12;4;4.42;379.65
