year;month;mc;v_flow_mean;v_rainfall_total;
2011;11;32;37.77;271.40;
2011;12;32;55.11;187.00;
2012;1;32;35.08;271.90;
2012;2;32;49.09;267.65;
2012;3;32;38.92;144.45;
2012;4;32;38.12;129.10;
2012;5;32;37.42;209.58;
2012;6;32;38.79;0.82;
2012;7;32;34.87;5.60;
2012;8;32;31.54;0.00;
2012;9;32;25.45;0.00;
2012;10;32;27.80;9.20;
2012;11;32;44.65;116.50;
2012;12;32;51.89;121.90;
2013;1;32;36.39;120.70;
2013;2;32;36.50;78.90;
2013;3;32;38.00;0.00;
2013;4;32;39.17;0.00;
2013;5;32;37.59;102.79;
2013;6;32;38.31;183.41;
2013;7;32;34.53;9.25;
2013;8;32;29.42;22.25;
2013;9;32;24.82;26.90;
2013;10;32;27.49;1.80;
2013;11;32;45.01;136.68;
2013;12;32;36.57;167.72;
2014;1;32;36.69;198.30;
2014;2;32;10.50;169.20;
2014;3;32;38.47;49.18;
2014;4;32;14.72;173.02;
2014;5;32;43.31;35.10;
2014;6;32;67.78;273.89;
2014;7;32;65.08;51.21;
2014;8;32;35.77;15.40;
2014;9;32;19.73;1.20;
2014;10;32;20.49;11.10;
2014;11;32;34.35;176.97;
2014;12;32;43.14;231.13;
2015;1;32;40.24;202.70;
2015;2;32;33.66;84.10;
2015;3;32;38.43;75.49;
2015;4;32;42.11;186.81;
2015;5;32;40.29;12.30;
2015;6;32;47.36;8.10;
2015;7;32;37.49;22.70;
2015;8;32;31.13;9.10;
2015;9;32;24.00;15.10;
2015;10;32;23.38;8.64;
2015;11;32;38.29;106.73;
2015;12;32;45.71;99.83;
2016;1;32;9.33;0.00;
2016;2;32;19.09;63.10;
2016;3;32;22.67;6.70;
2016;4;32;34.59;102.43;
2016;5;32;32.09;216.97;
2016;6;32;44.78;60.60;
2016;7;32;47.57;12.40;
2016;8;32;28.24;43.70;
2016;9;32;18.53;6.20;
2016;10;32;17.69;55.08;
2016;11;32;29.28;108.22;
2016;12;32;33.83;127.60;
2017;1;32;52.91;214.60;
2017;2;32;28.32;122.30;
2017;3;32;54.31;182.90;
2017;4;32;52.35;292.20;
2017;5;32;46.13;164.30;
2017;6;32;46.07;235.30;
2017;7;32;32.50;112.00;
2017;8;32;22.39;16.00;
2017;9;32;21.87;66.40;
2017;10;32;28.27;12.20;
2017;11;32;37.65;106.50;
2017;12;32;51.89;208.06;
2018;1;32;36.39;164.02;
2018;2;32;36.50;183.23;
2018;3;32;38.00;145.11;
2018;4;32;39.17;91.33;
2018;5;32;37.59;89.46;
2018;6;32;38.31;117.10;
2018;7;32;34.53;24.50;
2018;8;32;35.81;22.20;
2018;9;32;21.83;3.90;
2018;10;32;15.90;83.40;
2018;11;32;39.12;141.70;
2018;12;32;35.46;279.00;
2019;1;32;25.08;77.80;
2019;2;32;21.22;128.30;
2019;3;32;17.26;88.54;
2019;4;32;35.25;76.52;
2019;5;32;34.64;185.54;
2019;6;32;49.15;132.92;
2019;7;32;42.27;36.28;
2019;8;32;35.45;16.00;
2019;9;32;19.22;9.40;
2019;10;32;23.90;53.52;
2019;11;32;46.40;132.74;
2019;12;32;57.60;291.74;
